City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2120591,Tilichiki,RU,60.47,166.1,15.13,93,100,7.16
1627185,Sijunjung,ID,-0.69,100.95,88.43,55,52,3.49
3870243,Taltal,CL,-25.4,-70.48,59.31,76,21,2.62
3400920,Elesbão Veloso,BR,-6.2,-42.14,71.96,89,95,2.21
2377457,Nouadhibou,MR,20.93,-17.03,64.4,72,0,23.04
2641434,Northam,GB,51.03,-4.22,51.66,78,33,11.01
5557293,Sitka,US,57.05,-135.33,42.8,87,90,4.7
932183,Quthing,LS,-30.4,27.7,72.72,23,63,4.27
3439348,Benjamín Aceval,PY,-24.97,-57.57,61.16,77,0,3.89
3374083,Bathsheba,BB,13.22,-59.52,78.8,74,75,19.46
4920986,Griffith,US,41.53,-87.42,43.66,65,90,8.05
2027244,Bagdarin,RU,54.43,113.6,32.23,47,9,9.75
478996,Uni,RU,57.75,51.49,38.7,85,100,15.43
2562619,Saint Lawrence,MT,36.06,14.2,68.0,77,95,5.82
2548885,Fes,MA,34.04,-5.0,53.6,81,75,20.8
4355274,Forestville,US,38.85,-76.88,48.2,87,1,6.93
3151942,Hommelvik,NO,63.41,10.79,44.6,75,38,1.12
2239862,Malanje,AO,-9.54,16.34,69.8,94,75,2.24
2757220,Den Helder,NL,52.96,4.76,53.49,53,0,23.04
933077,Shakawe,BW,-18.37,21.85,79.12,21,12,9.33
3157679,Fevik,NO,58.38,8.68,58.66,47,0,10.29
1490256,Talnakh,RU,69.49,88.4,33.8,93,75,20.13
559654,Gorodishche,RU,48.8,44.47,47.21,70,75,26.84
3443061,Chui,UY,-33.7,-53.46,62.53,76,0,5.86
565456,Dolzhanskaya,RU,46.63,37.8,48.99,100,4,5.99
5826559,Green River,US,41.53,-109.47,37.4,51,1,8.05
686090,Asău,RO,46.43,26.4,49.44,39,49,9.17
1274984,Canning,IN,22.32,88.67,78.8,69,75,11.41
777019,Vardø,NO,70.37,31.11,32.9,80,40,35.57
648090,Lieksa,FI,63.32,30.02,43.12,63,62,8.08
2174444,Bowen,AU,-20.02,148.23,77.0,78,1,5.82
1651103,Atambua,ID,-9.11,124.89,80.42,74,27,2.01
582447,Almaznyy,RU,48.04,40.05,48.2,66,20,15.66
4155996,Fort Myers Beach,US,26.45,-81.95,75.27,94,75,3.36
5961417,Gimli,CA,50.63,-96.99,19.0,78,88,0.85
5528182,Pecos,US,31.42,-103.49,60.8,21,1,5.82
2980080,Saint-François,FR,46.42,3.91,57.2,62,97,0.76
2063056,Port Augusta,AU,-32.5,137.77,73.78,29,0,8.05
6541136,Fondi,IT,41.35,13.43,64.53,82,75,5.82
359792,Aswān,EG,24.09,32.91,91.27,14,20,2.06
3924679,Vilhena,BR,-12.74,-60.15,67.19,84,39,1.86
3981391,Tomatlán,MX,19.93,-105.25,67.96,71,1,4.16
3846915,Libertador General San Martín,AR,-23.81,-64.79,67.66,48,0,1.5
3690654,Yurimaguas,PE,-5.9,-76.08,69.58,76,54,1.59
2396518,Port-Gentil,GA,-0.72,8.78,82.4,83,20,3.36
4535823,Elk City,US,35.41,-99.4,52.5,93,1,0.76
539885,Kudinovo,RU,55.0,36.25,48.2,42,75,11.18
1256523,Shillong,IN,25.57,91.88,75.2,88,90,4.7
3592086,Ocós,GT,14.51,-92.19,81.82,69,1,3.56
1853371,Ryōtsu-minato,JP,38.08,138.43,53.6,54,89,4.7
2063039,Port Keats,AU,-14.25,129.55,85.48,71,0,7.67
1698289,Pundaguitan,PH,6.37,126.17,84.09,73,100,9.15
6620339,Karratha,AU,-20.74,116.85,90.09,48,95,12.12
1861416,Ishigaki,JP,24.34,124.16,78.8,83,75,6.93
3128174,Bermeo,ES,43.42,-2.72,58.01,82,75,5.82
1258692,Rāmganj Mandi,IN,24.65,75.93,96.89,15,31,7.52
2070998,Geraldton,AU,-28.77,114.6,75.2,47,49,12.75
616914,Argavand,AM,40.06,44.09,55.4,93,75,6.93
1528796,At-Bashi,KG,41.17,75.81,43.0,84,50,4.29
3920736,Chimoré,BO,-16.98,-65.13,69.35,63,77,1.88
1529484,Kumul,CN,42.8,93.45,74.05,11,32,2.73
6145890,Shelburne,CA,44.08,-80.2,38.5,69,90,2.24
2018207,Oyëk,RU,52.59,104.46,48.2,15,0,4.47
3407762,Amapá,BR,1.0,-52.0,72.61,94,100,1.21
1511646,Andra,RU,62.51,65.89,42.22,86,100,2.8
3397967,Itaituba,BR,-4.28,-55.98,71.13,95,42,0.83
1816373,Bijie,CN,27.31,105.29,55.72,54,99,5.77
2420985,Forécariah,GN,9.43,-13.09,80.6,78,75,2.59
6050066,La Ronge,CA,55.1,-105.28,28.4,74,90,5.82
161616,Balkanabat,TM,39.51,54.37,83.44,22,59,9.35
1735634,Kuching,MY,1.55,110.33,80.31,94,40,3.36
3571913,Marsh Harbour,BS,26.54,-77.06,79.9,78,97,13.02
3448903,São João da Barra,BR,-21.64,-41.05,67.26,90,0,9.15
3629710,Puerto Ayacucho,VE,5.66,-67.62,73.72,86,96,3.38
6157355,Stonewall,CA,50.13,-97.33,19.13,79,40,3.36
6539617,Sondrio,IT,46.17,9.87,41.67,99,100,3.29
3694725,Moche,PE,-8.17,-79.01,70.54,80,41,5.97
4325889,Gonzales,US,30.24,-90.92,59.09,97,75,2.55
3608828,Iralaya,HN,15.0,-83.23,77.0,86,13,8.34
1800146,Nanchong,CN,30.8,106.08,54.93,69,100,13.6
1271285,Ghogha,IN,21.68,72.28,96.75,27,0,1.57
141736,Bam,IR,29.11,58.36,85.24,18,90,1.5
5742974,North Bend,US,43.41,-124.22,49.71,93,90,5.82
6089245,Norman Wells,CA,65.28,-126.83,28.4,92,90,10.29
3534632,Varadero,CU,23.15,-81.25,75.2,88,20,4.7
481548,Troitsko-Pechorsk,RU,62.71,56.2,44.64,70,2,8.97
6319315,Fonte Boa,BR,-2.5,-66.27,71.8,94,87,2.42
3844421,Mendoza,AR,-32.89,-68.83,57.2,54,93,3.36
5937073,Deep River,CA,46.1,-77.5,35.8,64,90,9.17
3893726,Constitución,CL,-35.33,-72.42,56.68,53,100,6.71
3904906,Santa Cruz de la Sierra,BO,-17.8,-63.17,68.0,88,14,3.36
2027196,Balakhninskiy,RU,58.01,114.28,34.23,69,99,5.86
1863495,Gushikawa,JP,26.35,127.87,65.48,93,90,8.05
1571058,Phan Thiet,VN,10.93,108.1,87.28,61,100,11.23
1810821,Fuzhou,CN,26.06,119.31,62.6,82,90,15.66
3388456,São José da Coroa Grande,BR,-8.9,-35.15,79.48,80,29,3.78
2636638,Stromness,GB,58.97,-3.3,48.67,87,20,10.29
2124611,Kholodnyy,RU,62.72,147.95,11.79,82,80,1.21
3421765,Nanortalik,GL,60.14,-45.24,33.55,80,98,6.8
2397169,Ntoum,GA,0.38,9.78,86.0,74,20,4.7
2271968,Aljezur,PT,37.32,-8.8,57.0,80,20,19.46
1640344,Kendari,ID,-3.94,122.5,83.57,78,25,3.8
1314759,Lashio,MM,22.93,97.75,93.25,18,64,4.47
3835869,Santiago del Estero,AR,-27.8,-64.26,64.56,58,0,5.91
3924908,Pimenta Bueno,BR,-11.67,-61.19,71.06,91,55,0.54
3996322,Mazatlán,MX,23.22,-106.42,70.0,93,0,1.01
3471368,Astorga,BR,-23.23,-51.67,57.69,78,0,5.82
3174050,Province of Mantua,IT,45.17,10.78,58.21,38,100,13.87
3128760,Barcelona,ES,41.39,2.16,58.21,100,90,17.22
1855612,Nara,JP,34.69,135.8,64.62,39,75,13.87
1634614,Nabire,ID,-3.37,135.48,80.2,82,52,0.89
779683,Hammerfest,NO,70.66,23.68,37.4,55,40,44.96
1791779,Wanning,CN,18.8,110.4,83.5,74,20,11.68
3653693,Otavalo,EC,0.23,-78.27,55.4,87,75,3.36
1490085,Tarko-Sale,RU,64.92,77.78,37.99,98,100,9.26
4034188,Moerai,PF,-22.43,-151.33,78.31,77,0,20.67
625367,Masty,BY,53.41,24.54,51.8,53,75,6.71
6148373,Sioux Lookout,CA,50.1,-91.92,14.0,72,5,8.05
877401,Songea,TZ,-10.68,35.65,74.61,51,55,4.12
3117636,Malgrat de Mar,ES,41.65,2.74,57.9,100,90,11.41
3372472,Vila Franca do Campo,PT,37.72,-25.43,60.8,77,40,16.11
2079582,Alyangula,AU,-13.85,136.42,89.6,62,0,4.7
4301317,Morehead,US,37.27,-87.18,57.96,76,90,4.7
3141682,Rjukan,NO,59.88,8.59,44.29,50,0,3.36
2122614,Ekhabi,RU,53.51,142.97,30.47,97,100,21.21
1252756,Yelandūr,IN,12.07,77.03,91.4,36,20,6.93
2278158,Buchanan,LR,5.88,-10.05,77.0,94,40,2.75
3347019,Mossamedes,AO,-15.2,12.15,78.78,63,7,2.37
703706,Kulynychi,UA,49.98,36.38,49.55,45,0,13.6
1252795,Yanam,IN,16.73,82.22,96.8,44,20,11.41
3868308,Vicuña,CL,-30.03,-70.71,46.99,75,20,0.11
7647007,Bariloche,AR,-41.15,-71.31,37.99,60,0,0.69
3795152,La Fria,VE,8.22,-72.24,74.71,74,97,1.68
3355672,Lüderitz,NA,-26.65,15.16,62.6,77,89,10.29
1280037,Shache,CN,38.42,77.24,68.09,24,37,3.06
3347939,Lobito,AO,-12.35,13.55,82.4,83,75,8.99
2161376,Kingaroy,AU,-26.53,151.83,69.8,49,54,2.21
5783695,Tooele,US,40.53,-112.3,44.47,61,1,2.3
1623424,Tondano,ID,1.3,124.91,89.6,62,40,8.05
8079926,Labuhan,ID,-6.88,112.21,85.75,72,17,8.41
4705086,Lamar,US,33.67,-95.58,54.82,93,1,6.93
1712961,Gigmoto,PH,13.78,124.39,83.73,78,38,10.89
2779229,Friesach,AT,46.96,14.41,47.03,57,20,6.93
3514868,Valle Hermoso,MX,25.67,-97.83,75.74,94,90,4.7
